index	source	output	project_id	device_label	soc	soc_revision	boot_cpuid_phys	stock_size	stock_sha256	active_sha256
1	base/001-18821-sm8150-v2.dts	001-18821-sm8150-v2.dtb	18821	OnePlus 7 Pro	sm8150	2	0	508702	9ca8d423077ac86139f4430c8ebc1998f8a2a0d3d8e2c66f103320fe6c1c1894	a2db8fbf19146b7e4c3c28e23995d3afac373116d207c399251c89b1bb1868be
2	base/002-18821-sm8150-v1.dts	002-18821-sm8150-v1.dtb	18821	OnePlus 7 Pro	sm8150	1	0	506488	4b0dcf1a1f207a520b8c5737e54bc8b1c13b6369ac2a5df225f771f50bc51778	b78a8fd93778d0d5e1c1b6f8a426c5d9314c1802298864e42c4e01afff0faacb
3	base/003-18821-sm8150p-v2.dts	003-18821-sm8150p-v2.dtb	18821	OnePlus 7 Pro	sm8150p	2	0	508706	5b7d1489c581b790c59fa81a8cd489ec1c89cb1154b17d257a3ca4de69458100	290a18dd8eac7649210d5eaed7425a79f4169be312d4df6ca98b5a4bae813a52
4	base/004-18821-sm8150p-v1.dts	004-18821-sm8150p-v1.dtb	18821	OnePlus 7 Pro	sm8150p	1	0	506492	70b3fbf531cf1815da97bb8ecdf71f8ea367a358a619071f637a48dff4bc3f6b	4e2f7ffcc02996238d3362c1b75d14fbe31e1a105572639e642cc064a5a97952
5	base/005-18857-sm8150-v2.dts	005-18857-sm8150-v2.dtb	18857	unknown	sm8150	2	0	507575	319b3c29b831abd67472f188c1a83890be01dfa59b0235e77c2459b40bb450de	4b309435b9fdb59ff1e22b8986e881cd79a812e07353c2916f76d62a951a89f4
6	base/006-18857-sm8150-v1.dts	006-18857-sm8150-v1.dtb	18857	unknown	sm8150	1	0	505361	16e4beaf7b3efb5741b080f6a826b4b7a03a94d246c88a786a68037a89cbbb70	b2111d2570939924869a5d006fee8ca34c8fb577142d6ecb887ce3ff152b3054
7	base/007-18857-sm8150p-v2.dts	007-18857-sm8150p-v2.dtb	18857	unknown	sm8150p	2	0	507579	93865010b85f537d3d046d2809d7e76fe18a2a9203673c7f81cf622435e38c84	3bef814821cbd68e421115e6857d8509879f97faae531ecb8e67a9551de14f64
8	base/008-18857-sm8150p-v1.dts	008-18857-sm8150p-v1.dtb	18857	unknown	sm8150p	1	0	505365	43228a46809e91377035f71180c96a025f804de710f36580d89e3deb56a9371d	3ce7fd90c0f28e45c5dd681cdb056cbbcd4ac8c00c0dc833dde2a667a76f2b8c
9	base/009-18865-sm8150-v2.dts	009-18865-sm8150-v2.dtb	18865	unknown	sm8150	2	0	507930	8ff141b10941c17c6844ada5e0f2e266eb7d15dd62d487f2c24be3d571091add	2aa4ff80c48bb275a6c5bf5ac240f6ef8244c553822ee29da8b00e44becbcb11
10	base/010-18865-sm8150-v1.dts	010-18865-sm8150-v1.dtb	18865	unknown	sm8150	1	0	505716	d9708cf2d76f5f0c3429e5b92fb799bdefc733d41ce0804a4ab5a400bae7eb5f	41dccc2ac90c82dbb5e24f7dbf1a239c0a0cc27c919b9e6e12b9575632dcb129
11	base/011-18865-sm8150p-v2.dts	011-18865-sm8150p-v2.dtb	18865	unknown	sm8150p	2	0	507934	e2d2be2b42aa18e5e6503145065b40bf2187942bb521601233664110a8037528	2c51d06f40af7b1af0ad59fba97252222c0966692ac435fe7c8ae0b07491fc21
12	base/012-18865-sm8150p-v1.dts	012-18865-sm8150p-v1.dtb	18865	unknown	sm8150p	1	0	505720	05f16d3dba7d7ce1c7de0411d34a337746b0abca196c7db1dd68cbd84e5be433	81599f4fed2bb63b1500c3e1d15ee65b9fc45c6868c0fee15d2149dc5121a0c7
13	base/013-19801-sm8150-v2.dts	013-19801-sm8150-v2.dtb	19801	unknown	sm8150	2	0	507930	ad4a9b1811c58e5cac08ca53cf3bcb8b779cb95c370a11a9354c18d2a9fae7ac	7ea37af9db589a0ac784041340f72324941758a4ee130eefd9bdb16d2b2aa393
14	base/014-19801-sm8150-v1.dts	014-19801-sm8150-v1.dtb	19801	unknown	sm8150	1	0	505716	30e6ce02c4278127704dba5038187e22acfb749c35091a1a640651cb31a86f85	1451bc9206b073a482988885b8bbece75f85e9053bed3ac3533677acecd0a864
15	base/015-19801-sm8150p-v2.dts	015-19801-sm8150p-v2.dtb	19801	unknown	sm8150p	2	0	507934	256a03c5b6f920893d1a5ac8dbce43b0638dc3531045f2d3fcb9c7cfbe0f0f68	65e70594aa195c9fe496df395e6fff47753071fdfc0f1086dca10143dc419a49
16	base/016-19801-sm8150p-v1.dts	016-19801-sm8150p-v1.dtb	19801	unknown	sm8150p	1	0	505720	63efcb19176f0d80966c9d520807bcc9079ea03de611d5993248831165716d64	fc9718e7996eb1f5d653bf2c156a4f0e27e191c773295fd52e03474689138d09
17	base/017-19861-sm8150-v2.dts	017-19861-sm8150-v2.dtb	19861	OnePlus 7T Pro 5G (hotdogg)	sm8150	2	0	508702	a4bf2edd3264da3d122fc6e4235e4b0d36d8bdcb11a24c42ec8111cf7657d3f2	285a211f6853bf9d5718f9a3c5955c569def8b4673faf8e5211808662648f765
18	base/018-19861-sm8150-v1.dts	018-19861-sm8150-v1.dtb	19861	OnePlus 7T Pro 5G (hotdogg)	sm8150	1	0	506488	c17575cd13214749b615592ceec3c6baf1b08828dc52c1d27385cfce5e1e4002	11a169138e3997666c0d2fdd900dcc951352242d56e4806024b7a57cbdcfae3e
19	base/019-19861-sm8150p-v2.dts	019-19861-sm8150p-v2.dtb	19861	OnePlus 7T Pro 5G (hotdogg)	sm8150p	2	0	508706	c102490d76a68abe671e912579c35cc742c66750e3888f663e133eb092ea4bfa	24e81cb9b069a46208259a2d9754481c869a855e012065b92d8d9780ae428a70
20	base/020-19861-sm8150p-v1.dts	020-19861-sm8150p-v1.dtb	19861	OnePlus 7T Pro 5G (hotdogg)	sm8150p	1	0	506492	3281ca2fac2c694e867f358818d437c13efb40ce040a33f9b9b0611d0b7326cf	b7855826355c8f3e1fa82ce1950454ed9a4d685f122f4710a02ba724b7170f61
21	base/021-19863-sm8150-v2.dts	021-19863-sm8150-v2.dtb	19863	unknown	sm8150	2	0	507930	45b3fc1fdf4866b50d9150472c5cbf736f09065f1f8fd70fa5028aea38e5a77c	d0593638b80f0596f673324323fe46d1f452cdeedc51f5883bde235c53218eff
22	base/022-19863-sm8150-v1.dts	022-19863-sm8150-v1.dtb	19863	unknown	sm8150	1	0	505716	529fdde73d2c1572a657d3d037c77aa5f562632a13f322817baa518bb87b568f	53c07bf0306c1918caf6029399f48b3e389d07a4ba1a55795aa652dc912db20a
